timestamp,title,publisher,link
2025-06-13 04:01:00+00:00,Gecko’s AI Robots Represent the ‘Boring’ Future of Bots,The Daily Upside,https://finance.yahoo.com/news/gecko-ai-robots-represent-boring-040100178.html
2025-06-13 03:11:53+00:00,Driverless Teslas Hit the Streets—Analyst Sees More Upside for Tesla (TSLA),Insider Monkey,https://finance.yahoo.com/news/driverless-teslas-hit-streets-analyst-031153040.html
2025-06-12 22:33:09+00:00,Tesla (TSLA) Jumps on Looming Robotaxi Launch,Insider Monkey,https://finance.yahoo.com/news/tesla-tsla-jumps-looming-robotaxi-223309514.html
2025-06-12 21:45:03+00:00,Tesla (TSLA) Stock Dips While Market Gains: Key Facts,Zacks,https://finance.yahoo.com/news/tesla-tsla-stock-dips-while-214503261.html
2025-06-12 21:30:04+00:00,"Are Robots The Answer To China's Aged Care Crisis? Beijing Launches Massive Trial To Test If Machines Can Cook, Clean And Console The Elderly",Benzinga,https://finance.yahoo.com/news/robots-answer-chinas-aged-care-213004889.html
2025-06-12 20:46:00+00:00,Momentum stocks that helped drive the market’s epic recovery are stalling. Get ready for a ‘buyable’ pullback.,MarketWatch,https://finance.yahoo.com/news/momentum-stocks-helped-drive-market-204600551.html
2025-06-12 20:21:17+00:00,"Tesla to take Japan virtual power plant business nationwide, Nikkei reports",Reuters,https://finance.yahoo.com/news/tesla-japan-virtual-power-plant-202117210.html
2025-06-12 19:35:43+00:00,Tesla sues former Optimus engineer over alleged trade secret theft,TechCrunch,https://finance.yahoo.com/news/tesla-sues-former-optimus-engineer-193543281.html
2025-06-12 19:24:40+00:00,Tesla analyst makes surprise move on stock ahead of Robotaxi debut,TheStreet,https://finance.yahoo.com/news/tesla-analyst-makes-surprise-move-192440222.html
2025-06-12 18:33:35+00:00,Cathie Wood Just Flipped the Switch--Why Tesla's AI Bet Is Back in Play,GuruFocus.com,https://finance.yahoo.com/news/cathie-wood-just-flipped-switch-183335998.html
2025-06-12 18:23:09+00:00,Column: Will Tesla suffer if Musk alienates both political wings?,Automotive News,https://finance.yahoo.com/news/column-tesla-suffer-musk-alienates-182309643.html
2025-06-12 16:01:06+00:00,"If You Invested Just $1 in Tesla 15 Years Ago, How Much Would You Have Now?",GOBankingRates,https://finance.yahoo.com/news/invested-1-tesla-12-years-114551610.html
2025-06-12 15:21:25+00:00,Tesla's Texas robotaxi launch: Expect it to be 'low-key',Yahoo Finance Video,https://finance.yahoo.com/video/teslas-texas-robotaxi-launch-expect-152125263.html
2025-06-12 15:05:05+00:00,'Mag 7' turned 'Mid 7': Is 2025 the end of tech dominance?,Yahoo Finance Video,https://finance.yahoo.com/video/mag-7-turned-mid-7-150505452.html
2025-06-12 13:35:23+00:00,CoreWeave Shorts Face 150% Borrow Costs After $1.6 Billion Loss,Bloomberg,https://finance.yahoo.com/news/coreweave-shorts-face-150-borrow-133523404.html
2025-06-12 13:33:27+00:00,Cathie Wood Says Trump Era Is Reviving Corporate Risk Appetite,Bloomberg,https://finance.yahoo.com/news/cathie-wood-says-trump-era-133327349.html
2025-06-12 13:16:00+00:00,"The Zacks Analyst Blog Highlights Tesla, Alphabet and Baidu",Zacks,https://finance.yahoo.com/news/zacks-analyst-blog-highlights-tesla-131600230.html
2025-06-12 12:04:46+00:00,"Tesla (TSLA) to Launch Robotaxis in Austin Amid Regulatory, Safety Questions",GuruFocus.com,https://finance.yahoo.com/news/tesla-tsla-launch-robotaxis-austin-120446638.html
2025-06-12 11:37:31+00:00,Latest News In Energy Transition - CleanChoice Energy Expands Renewable Portfolio With New Solar Projects,Simply Wall St.,https://finance.yahoo.com/news/latest-news-energy-transition-cleanchoice-113731062.html
2025-06-12 11:35:39+00:00,Insiders Favor These 3 Top Growth Companies,Simply Wall St.,https://finance.yahoo.com/news/insiders-favor-3-top-growth-113539177.html
2025-06-12 11:00:53+00:00,Cathie Wood's ARK Innovation ETF: How Tesla has fueled gains,Yahoo Finance Video,https://finance.yahoo.com/video/cathie-woods-ark-innovation-etf-110053795.html
2025-06-12 10:00:01+00:00,"Tesla’s pending robotaxi launch invites safety questions, industry concerns",Automotive News,https://tech.yahoo.com/transportation/articles/tesla-pending-robotaxi-launch-invites-100001917.html
2025-06-12 08:40:00+00:00,Tesla Stock Crash: Time to Rotate and Buy Rivian Instead?,Motley Fool,https://finance.yahoo.com/news/tesla-stock-crash-time-rotate-084000650.html
2025-06-12 02:30:49+00:00,Elon Musk Took A $113 Billion Hit Over Trump's DOGE Mission: Calls It 'Worth It',Benzinga,https://finance.yahoo.com/news/elon-musk-took-113-billion-023049029.html
2025-06-11 22:34:49+00:00,Analyst who nailed Tesla’s crash issues stark warning,TheStreet,https://finance.yahoo.com/news/analyst-nailed-tesla-crash-issues-223449307.html
2025-06-11 22:20:00+00:00,Worried About Tesla's Robotaxi? These Two Words From Nvidia CEO Jensen Huang Might Change Your Mind.,Motley Fool,https://finance.yahoo.com/news/worried-teslas-robotaxi-two-words-222000186.html
2025-06-11 20:45:49+00:00,Tesla (TSLA) Faces Delivery Slump as Wells Fargo Sticks With $120 Price Target,Insider Monkey,https://finance.yahoo.com/news/tesla-tsla-faces-delivery-slump-204549214.html
2025-06-11 20:21:20+00:00,"Tesla stock wavers as Musk says Trump criticism 'went too far,' company targets June 22 for robotaxi launch",Yahoo Finance,https://finance.yahoo.com/news/tesla-stock-wavers-as-musk-says-trump-criticism-went-too-far-company-targets-june-22-for-robotaxi-launch-183723528.html
2025-06-11 20:06:21+00:00,"Stock market today: Dow, S&P 500, Nasdaq rally pauses as cool inflation data boosts Fed rate cut hopes",Yahoo Finance,https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-nasdaq-rally-pauses-as-cool-inflation-data-boosts-fed-rate-cut-hopes-230037589.html
2025-06-11 19:31:45+00:00,Jim Cramer Notes “Tesla Stock Has Become Too Hard to Own”,Insider Monkey,https://finance.yahoo.com/news/jim-cramer-notes-tesla-stock-193145443.html
2025-06-11 19:24:00+00:00,Investing in the AI Revolution with Dan Ives,Zacks,https://finance.yahoo.com/news/investing-ai-revolution-dan-ives-192400908.html
2025-06-11 18:08:06+00:00,"Voyager IPO, Elon Musk's regret, GameStop Q1 revenue declines",Yahoo Finance Video,https://finance.yahoo.com/video/voyager-ipo-elon-musks-regret-180806416.html
2025-06-11 18:05:57+00:00,Dogecoin rebounds 3% as Elon Musk backs down from feud with Trump,Fortune,https://finance.yahoo.com/news/dogecoin-rebounds-3-elon-musk-180557232.html
2025-06-11 17:48:47+00:00,Musk Voiced Regret Over Trump Feud After Talk With Allies,Bloomberg,https://finance.yahoo.com/news/musk-says-regrets-social-media-081519709.html
2025-06-11 17:48:06+00:00,"Tesla Poised to Benefit From Trump-Musk Reconciliation Ahead of Robotaxi Launch, Wedbush Says",MT Newswires,https://finance.yahoo.com/news/tesla-poised-benefit-trump-musk-174806307.html
2025-06-11 17:34:29+00:00,Tesla robotaxi rollout in Austin tests Musk's vision of self-driving future,Reuters,https://finance.yahoo.com/news/tesla-robotaxi-rollout-austin-tests-173429998.html
2025-06-11 17:03:43+00:00,Tesla (TSLA) Faces 60% Crash Risk as Q2 Deliveries Fall Short,GuruFocus.com,https://finance.yahoo.com/news/well-fargo-tesla-faces-60-170343087.html
2025-06-11 16:48:42+00:00,The Latest Tempest for Tesla's Stock Looks to Have Come to an End,Investopedia,https://finance.yahoo.com/news/latest-tempest-teslas-stock-looks-164842740.html
2025-06-11 16:30:03+00:00,Musk Pins Tesla's Comeback on Robotaxis After Retreat From Feud,Bloomberg,https://finance.yahoo.com/news/musk-pins-teslas-comeback-robotaxis-163003657.html
2025-06-11 16:13:03+00:00,"Musk 'Regret' on Trump Posts Smart Move Ahead of Tesla Robotaxi Launch,  Wedbush Says",MT Newswires,https://finance.yahoo.com/news/musk-apos-regret-apos-trump-161303825.html
2025-06-11 15:25:36+00:00,Musk targets June 22 launch of Tesla’s long-promised robotaxi service,TechCrunch,https://tech.yahoo.com/transportation/articles/musk-targets-june-22-launch-152536175.html
2025-06-11 14:22:34+00:00,Tesla robotaxi launch delayed to June 22: What we know,Yahoo Finance Video,https://finance.yahoo.com/video/tesla-robotaxi-launch-delayed-june-142234358.html
2025-06-11 14:20:53+00:00,Trump Trade: RFK Jr. removes members of vaccine-advising CDC panel,TipRanks,https://finance.yahoo.com/news/trump-trade-rfk-jr-removes-142053298.html
2025-06-11 14:08:59+00:00,AI Bets That Fueled Big Tech’s Surge Now Threaten Rich Profits,Bloomberg,https://finance.yahoo.com/news/ai-bets-fueled-big-tech-104111225.html
2025-06-11 13:51:45+00:00,"Nvidia, quantum computing, Tesla robotaxi: Trending Tickers",Yahoo Finance Video,https://finance.yahoo.com/video/nvidia-quantum-computing-tesla-robotaxi-135145791.html
2025-06-11 13:33:00+00:00,Tesla's Robotaxi Launch is Almost Here But Can It Actually Deliver?,Zacks,https://finance.yahoo.com/news/teslas-robotaxi-launch-almost-actually-133300050.html
2025-06-11 13:20:18+00:00,How the Trump-Musk feud exposed the risk of the 'Musk premium' in Tesla's stock,Yahoo Finance,https://finance.yahoo.com/news/how-the-trump-musk-feud-exposed-the-risk-of-the-musk-premium-in-teslas-stock-132018040.html
2025-06-11 13:10:59+00:00,Tesla stock gains on Elon Musk's 'regret' over Trump spat,Yahoo Finance Video,https://finance.yahoo.com/video/tesla-stock-gains-elon-musks-131037436.html
2025-06-11 13:09:30+00:00,Tesla Stock Bounces After Musk's Trump Regret,GuruFocus.com,https://finance.yahoo.com/news/tesla-stock-bounces-musks-trump-130930799.html
2025-06-11 13:08:52+00:00,"May CPI, US-China trade deal, Elon Musk apologizes: 3 Things",Yahoo Finance Video,https://finance.yahoo.com/video/may-cpi-us-china-trade-130852160.html
2025-06-11 13:06:55+00:00,Tesla Readies for June 22 Robotaxi Debut in Austin,GuruFocus.com,https://finance.yahoo.com/news/tesla-readies-june-22-robotaxi-130655095.html
2025-06-11 12:53:31+00:00,Tesla Reportedly Sued by Small Group of French Customers Over Brand's 'Extreme-Right' Perception,MT Newswires,https://finance.yahoo.com/news/tesla-reportedly-sued-small-group-125331280.html
2025-06-11 12:40:48+00:00,Tesla bulls have been waiting years for this day: Elon Musk finally reveals date for his robotaxi pilot launch,Fortune,https://finance.yahoo.com/news/tesla-bulls-waiting-years-day-124048514.html
2025-06-11 12:37:21+00:00,Electric Vehicles Today - Charging Infrastructure: The Key to Europe's EV Revolution,Simply Wall St.,https://finance.yahoo.com/news/electric-vehicles-today-charging-infrastructure-123721789.html
2025-06-11 12:32:39+00:00,Musk apology to Trump could reopen path for renewed alliance says Dan Ives,Investing.com,https://finance.yahoo.com/news/musk-apology-trump-could-reopen-123239733.html
2025-06-11 12:15:56+00:00,Elon Musk’s apology to Donald Trump is making investors happier than the U.S.-China trade framework is,Fortune,https://finance.yahoo.com/news/elon-musk-apology-donald-trump-121556882.html
2025-06-11 12:04:44+00:00,Tesla to Launch Robotaxi Service June 22 With Live Trial in Austin,GuruFocus.com,https://finance.yahoo.com/news/tesla-launch-robotaxi-june-22-120444658.html
2025-06-11 12:04:21+00:00,"Tesla CEO Musk Announces Robotaxi Launch Date, Says He Regrets Some Trump Posts",Investopedia,https://finance.yahoo.com/news/tesla-ceo-musk-announces-robotaxi-120421932.html
2025-06-11 11:50:22+00:00,"Trending tickers: Intel, Tesla, GameStop, Inditex and Prudential",Yahoo Finance UK,https://finance.yahoo.com/news/intel-tesla-gamestop-inditex-prudential-trending-tickers-115022462.html
2025-06-11 11:34:16+00:00,5 Things to Know Before the Stock Market Opens,Investopedia,https://finance.yahoo.com/news/5-things-know-stock-market-113416852.html
2025-06-11 11:30:10+00:00,Some French Tesla drivers file lawsuit over harm allegedly caused by Musk's behaviour,Reuters,https://finance.yahoo.com/news/french-tesla-drivers-file-lawsuit-113010513.html
2025-06-11 11:30:05+00:00,French drivers sue Tesla over claim Musk made cars ‘extreme Right’ symbols,The Telegraph,https://www.yahoo.com/news/french-drivers-sue-tesla-over-113005499.html
2025-06-11 11:28:33+00:00,Elon Musk says he regrets some of his social media posts about Trump,CNN Business,https://finance.yahoo.com/news/elon-musk-says-went-too-094229280.html
2025-06-11 09:43:00+00:00,Better Autonomous Driving Stock: Tesla or Uber? The Answer Might Surprise You.,Motley Fool,https://finance.yahoo.com/news/better-autonomous-driving-stock-tesla-094300033.html
2025-06-11 09:33:09+00:00,"Musk Backtracks on Trump, Says Posts 'Went Too Far'",Bloomberg,https://finance.yahoo.com/video/musk-backtracks-trump-says-posts-093309410.html
2025-06-11 09:30:00+00:00,Musk-Trump Feud Distracts Tesla Traders Ahead of Robotaxi Launch,Bloomberg,https://finance.yahoo.com/news/musk-trump-feud-distracts-tesla-traders-ahead-of-robotaxi-launch-093000446.html
2025-06-11 09:12:21+00:00,Elon Musk offers rare mea culpa over Trump tweets: ‘They went too far’,Fortune,https://finance.yahoo.com/news/elon-musk-offers-rare-mea-091221096.html
2025-06-11 08:40:00+00:00,Tesla Stock Investors Got a Double Dose of Bad News After the Feud Between President Trump and Elon Musk,Motley Fool,https://finance.yahoo.com/news/tesla-stock-investors-got-double-084000281.html
2025-06-11 07:59:52+00:00,Tesla gains as Musk says he regrets some Trump-related posts,Investing.com,https://finance.yahoo.com/news/musk-says-regrets-posts-trump-075952132.html
2025-06-11 07:16:06+00:00,Musk backtracks on Trump criticism after White House outreach,Reuters,https://finance.yahoo.com/news/musk-says-regrets-posts-made-071606290.html
2025-06-11 04:02:10+00:00,3 Reasons TSLA is Risky and 1 Stock to Buy Instead,StockStory,https://finance.yahoo.com/news/3-reasons-tsla-risky-1-040210090.html
2025-06-11 02:03:00+00:00,Elon Musk controversy creates new problem for Tesla stock,TheStreet,https://finance.yahoo.com/news/elon-musks-public-dispute-sparks-020300218.html
2025-06-11 02:02:51+00:00,Musk says Tesla's robotaxi service to 'tentatively' launch in Austin on June 22,Associated Press Finance,https://finance.yahoo.com/news/musk-says-teslas-robotaxi-tentatively-020251135.html
2025-06-11 01:30:48+00:00,EXCLUSIVE: Should Musk Be Fired From Tesla After Trump Feud? 45% Say This In New Poll,Benzinga,https://finance.yahoo.com/news/exclusive-musk-fired-tesla-trump-013048988.html
2025-06-11 00:31:48+00:00,"Musk Vs. Trump: Poll Says This Is The Person To Support In Feud, While Near Majority Say They Would Publicly Support Neither",Benzinga,https://finance.yahoo.com/news/musk-vs-trump-poll-says-003148878.html
2025-06-11 00:30:12+00:00,Tesla's public robotaxi service set for tentative June 22 start: CEO Musk,Reuters,https://finance.yahoo.com/news/teslas-public-robotaxi-rides-start-003012625.html
2025-06-11 00:30:12+00:00,"Tesla's public robotaxi rides set for tentative June 22 start, CEO Musk says",Reuters,https://finance.yahoo.com/news/teslas-public-robotaxi-rides-start-003012720.html
2025-06-10 23:26:42+00:00,"Tesla Has a Leg Up on Self-Driving Car Competitors, Says Goldman Sachs Ahead of Robotaxi Launch",Investopedia,https://finance.yahoo.com/news/tesla-leg-self-driving-car-232642680.html
2025-06-10 23:05:57+00:00,CEO who sees Bitcoin hitting $1M now favors Tesla,TheStreet,https://finance.yahoo.com/news/ceo-sees-bitcoin-hitting-1m-230557396.html
2025-06-10 21:32:31+00:00,"S&P 500 Gains & Losses Today: J.M. Smucker Stock Sinks, Tesla Shares Recover",Investopedia,https://finance.yahoo.com/news/p-500-gains-losses-today-213231970.html
2025-06-10 20:59:00+00:00,News Moving Wall Street: New Fed Chair? Also Tesla Robotaxi Hits Austin,Zacks,https://finance.yahoo.com/news/news-moving-wall-street-fed-205900439.html
